dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,0,16.612,11.9547,1.10216,0.652288,30.301,30.3212
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,1,15.2823,2.69036,1.0798,0.454656,19.0723,19.5072
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,2,15.185,2.69783,1.08795,0.462848,19.2639,19.4336
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,3,15.2386,2.71287,1.03922,0.458752,18.9749,19.4494
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,4,15.1084,2.71417,1.05773,0.459776,19.0856,19.3401
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,5,15.2177,2.68416,1.0454,0.457728,19.1308,19.405
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,6,15.1389,2.70577,1.04325,0.456704,18.9161,19.3447
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,7,15.1213,2.6743,1.04198,0.456704,19.0922,19.2943
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,8,15.2361,2.72745,1.03748,0.456704,19.0013,19.4577
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,9,15.1017,2.72435,1.06747,0.457728,19.0276,19.3512
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,10,15.1476,2.67929,1.03263,0.453632,18.9465,19.3131
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,11,15.3336,2.7012,1.04072,0.454656,19.1363,19.5302
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,12,15.0758,2.80247,1.04108,0.454656,18.9773,19.374
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,13,15.345,2.70939,1.03037,0.45568,19.1888,19.5404
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,14,15.4119,2.67813,1.0417,0.454656,19.175,19.5864
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,15,15.2804,2.72847,1.03761,0.457728,19.1856,19.5043
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,16,15.2456,2.67548,1.0391,0.45568,19.0543,19.4158
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,17,15.2763,2.73272,1.04091,0.464896,19.2428,19.5148
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,18,15.2299,2.66567,1.04721,0.454656,19.0718,19.3974
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,19,15.2158,2.6929,1.03807,0.456704,18.9905,19.4034
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,20,15.2199,2.67692,1.04061,0.45568,19.0746,19.3931
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,21,15.2477,2.78919,1.04106,0.456704,19.2896,19.5347
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,22,15.1034,2.67216,1.0399,0.454656,18.9269,19.2701
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,23,15.1824,2.73447,1.0399,0.452608,19.1114,19.4094
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,24,15.0289,2.68858,1.04262,0.454656,18.9021,19.2148
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,25,15.4273,2.6762,1.0992,0.457728,19.169,19.6604
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,26,15.2022,2.67108,1.03566,0.45568,18.916,19.3646
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,27,15.2976,2.6971,1.04483,0.452608,19.1922,19.4921
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,28,15.2693,2.6738,1.03244,0.454656,19.0451,19.4302
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,29,15.0587,2.6854,1.04206,0.452608,18.9342,19.2387
